iteracion,latencia_ms
1;169.000
2;15.000
3;12.000
4;9.000
5;14.000
6;7.000
7;7.000
8;13.000
9;10.000
10;16.000
11;7.000
12;10.000
13;9.000
14;13.000
15;7.000
16;7.000
17;9.000
18;26.000
19;9.000
20;8.000
21;13.000
22;6.000
23;11.000
24;6.000
25;9.000
26;8.000
27;17.000
28;13.000
29;12.000
30;11.000
31;6.000
32;12.000
33;17.000
34;6.000
35;7.000
36;6.000
37;19.000
38;13.000
39;5.000
40;5.000
41;5.000
42;8.000
43;7.000
44;12.000
45;15.000
46;7.000
47;9.000
48;10.000
49;8.000
50;6.000
51;8.000
52;7.000
53;8.000
54;13.000
55;6.000
56;7.000
57;5.000
58;5.000
59;5.000
60;13.000
61;5.000
62;8.000
63;5.000
64;6.000
65;6.000
66;7.000
67;7.000
68;11.000
69;14.000
70;7.000
71;7.000
72;6.000
73;7.000
74;7.000
75;5.000
76;4.000
77;17.000
78;13.000
79;7.000
80;14.000
81;7.000
82;8.000
83;10.000
84;16.000
85;6.000
86;6.000
87;14.000
88;4.000
89;6.000
90;10.000
91;6.000
92;16.000
93;6.000
94;15.000
95;7.000
96;18.000
97;5.000
98;5.000
99;4.000
100;3.000
101;4.000
102;8.000
103;16.000
104;20.000
105;4.000
106;14.000
107;6.000
108;13.000
109;6.000
110;6.000
111;10.000
112;5.000
113;5.000
114;6.000
115;5.000
116;9.000
117;7.000
118;12.000
119;5.000
120;6.000
121;8.000
122;5.000
123;9.000
124;10.000
125;5.000
126;6.000
127;6.000
128;17.000
129;5.000
130;3.000
131;4.000
132;6.000
133;4.000
134;4.000
135;5.000
136;12.000
137;5.000
138;8.000
139;5.000
140;5.000
141;5.000
142;5.000
143;10.000
144;6.000
145;6.000
146;6.000
147;11.000
148;4.000
149;12.000
150;5.000
151;5.000
152;4.000
153;6.000
154;13.000
155;5.000
156;6.000
157;4.000
158;7.000
159;4.000
160;11.000
161;12.000
162;11.000
163;6.000
164;13.000
165;10.000
166;7.000
167;7.000
168;7.000
169;14.000
170;13.000
171;8.000
172;13.000
173;8.000
174;16.000
175;6.000
176;4.000
177;5.000
178;3.000
179;13.000
180;4.000
181;12.000
182;8.000
183;9.000
184;5.000
185;6.000
186;5.000
187;6.000
188;8.000
189;5.000
190;5.000
191;7.000
192;6.000
193;6.000
194;4.000
195;8.000
196;7.000
197;6.000
198;15.000
199;7.000
200;20.000
201;13.000
202;10.000
203;7.000
204;13.000
205;10.000
206;5.000
207;9.000
208;12.000
209;8.000
210;6.000
211;5.000
212;4.000
213;12.000
214;5.000
215;5.000
216;7.000
217;14.000
218;14.000
219;6.000
220;13.000
221;5.000
222;3.000
223;12.000
224;11.000
225;6.000
226;6.000
227;5.000
228;12.000
229;13.000
230;6.000
231;5.000
232;5.000
233;13.000
234;5.000
235;17.000
236;12.000
237;11.000
238;13.000
239;6.000
240;7.000
241;7.000
242;10.000
243;14.000
244;13.000
245;6.000
246;7.000
247;5.000
248;7.000
249;5.000
250;6.000
251;13.000
252;13.000
253;6.000
254;6.000
255;18.000
256;6.000
257;15.000
258;5.000
259;5.000
260;5.000
261;12.000
262;17.000
263;7.000
264;5.000
265;10.000
266;13.000
267;10.000
268;9.000
269;10.000
270;6.000
271;6.000
272;9.000
273;21.000
274;5.000
275;9.000
276;4.000
277;5.000
278;6.000
279;17.000
280;6.000
281;7.000
282;6.000
283;14.000
284;6.000
285;6.000
286;9.000
287;15.000
288;13.000
289;24.000
290;8.000
291;6.000
292;13.000
293;10.000
294;6.000
295;4.000
296;7.000
297;4.000
298;5.000
299;5.000
300;6.000
301;5.000
302;6.000
303;6.000
304;6.000
305;12.000
306;6.000
307;18.000
308;17.000
309;10.000
310;6.000
311;6.000
312;5.000
313;8.000
314;14.000
315;6.000
316;7.000
317;9.000
318;9.000
319;7.000
320;23.000
321;19.000
322;5.000
323;5.000
324;10.000
325;11.000
326;5.000
327;7.000
328;13.000
329;4.000
330;4.000
331;13.000
332;5.000
333;10.000
334;7.000
335;4.000
336;16.000
337;13.000
338;5.000
339;6.000
340;6.000
341;6.000
342;6.000
343;13.000
344;12.000
345;13.000
346;14.000
347;15.000
348;5.000
349;13.000
350;5.000
351;6.000
352;6.000
353;4.000
354;4.000
355;5.000
356;12.000
357;3.000
358;4.000
359;5.000
360;4.000
361;5.000
362;4.000
363;4.000
364;4.000
365;7.000
366;5.000
367;5.000
368;6.000
369;6.000
370;10.000
371;15.000
372;7.000
373;11.000
374;6.000
375;5.000
376;4.000
377;4.000
378;8.000
379;8.000
380;6.000
381;13.000
382;5.000
383;11.000
384;11.000
385;4.000
386;6.000
387;11.000
388;12.000
389;10.000
390;5.000
391;6.000
392;8.000
393;18.000
394;15.000
395;7.000
396;14.000
397;7.000
398;5.000
399;13.000
400;4.000
401;6.000
402;7.000
403;5.000
404;5.000
405;15.000
406;6.000
407;8.000
408;13.000
409;6.000
410;5.000
411;8.000
412;12.000
413;6.000
414;17.000
415;11.000
416;5.000
417;6.000
418;6.000
419;13.000
420;5.000
421;12.000
422;15.000
423;6.000
424;13.000
425;14.000
426;12.000
427;9.000
428;17.000
429;12.000
430;6.000
431;12.000
432;15.000
433;6.000
434;6.000
435;5.000
436;6.000
437;6.000
438;6.000
439;6.000
440;6.000
441;10.000
442;6.000
443;5.000
444;12.000
445;9.000
446;5.000
447;14.000
448;15.000
449;5.000
450;15.000
451;7.000
452;5.000
453;5.000
454;4.000
455;9.000
456;5.000
457;4.000
458;6.000
459;14.000
460;7.000
461;10.000
462;13.000
463;13.000
464;11.000
465;4.000
466;4.000
467;7.000
468;4.000
469;12.000
470;10.000
471;11.000
472;17.000
473;16.000
474;15.000
475;12.000
476;15.000
477;6.000
478;5.000
479;6.000
480;17.000
481;6.000
482;7.000
483;6.000
484;6.000
485;9.000
486;10.000
487;10.000
488;2.000
489;5.000
490;4.000
491;4.000
492;9.000
493;4.000
494;8.000
495;10.000
496;9.000
497;9.000
498;6.000
499;6.000
500;5.000
501;15.000
502;11.000
503;6.000
504;12.000
505;6.000
506;9.000
507;5.000
508;6.000
509;6.000
510;6.000
511;15.000
512;8.000
513;6.000
514;13.000
515;6.000
516;7.000
517;5.000
518;10.000
519;6.000
520;6.000
521;6.000
522;6.000
523;6.000
524;6.000
525;7.000
526;15.000
527;13.000
528;12.000
529;13.000
530;13.000
531;4.000
532;3.000
533;10.000
534;3.000
535;6.000
536;13.000
537;5.000
538;5.000
539;12.000
540;6.000
541;9.000
542;17.000
543;6.000
544;13.000
545;6.000
546;6.000
547;4.000
548;6.000
549;16.000
550;6.000
551;5.000
552;5.000
553;17.000
554;15.000
555;6.000
556;3.000
557;12.000
558;5.000
559;9.000
560;4.000
561;5.000
562;8.000
563;13.000
564;18.000
565;15.000
566;6.000
567;10.000
568;6.000
569;6.000
570;9.000
571;6.000
572;14.000
573;5.000
574;21.000
575;6.000
576;8.000
577;9.000
578;4.000
579;9.000
580;5.000
581;15.000
582;6.000
583;5.000
584;8.000
585;8.000
586;4.000
587;10.000
588;13.000
589;7.000
590;6.000
591;12.000
592;15.000
593;5.000
594;5.000
595;13.000
596;5.000
597;4.000
598;15.000
599;12.000
600;3.000
601;5.000
602;5.000
603;9.000
604;12.000
605;7.000
606;16.000
607;5.000
608;5.000
609;6.000
610;13.000
611;17.000
612;15.000
613;12.000
614;5.000
615;7.000
616;5.000
617;14.000
618;13.000
619;12.000
620;4.000
621;10.000
622;6.000
623;10.000
624;13.000
625;5.000
626;12.000
627;19.000
